url,text
https://simple.wikipedia.org/wiki/Frederick%20Griffith,Frederick Griffith    was a English medical officer and geneticist. In  during an experiment he discovered what he called a transforming principle but today we call DNA.Early lifeHe was born in Hale Lancashire and attended Liverpool University where he studied genetics. In his younger days he worked at the Liverpool Royal Infirmary the Thompson Yates Laboratory and the Royal Commission on Tuberculosis.Griffiths experimentThe experiment began when Griffith was trying to make a vaccine to prevent pneumonia infections in the Spanish flu influenza pandemic after World War I by using two strains of the Streptococcus pneumoniae bacterium.Later lifeGriffith was killed at work in his laboratory in  along with longtime friend and bacteriologist William M. Scott in London during an air raid in the London blitz. Years later Griffiths transforming principle was identified as DNA by Oswald Avery along with coworkers Colin MacLeod and Maclyn McCarty in . The AveryMacLeodMcCarty experiment.ReferencesOther websitesFrederick Griffith Lancet  May  . ObituaryThe Famous DNA Experiments Griffiths Experiment on Bacterial Transformation  births deathsEnglish geneticistsEnglish physicians
https://simple.wikipedia.org/wiki/DeKalb%20County%2C%20Missouri,DeKalb County is a county in the northwest part of the U.S. state of Missouri. As of the  census the population was . The county seat is Maysville. The county was founded on February  . It is named after General Johann de Kalb Baron de Kalb of the American Revolutionary War.References  establishments in MissouriMissouri counties
https://simple.wikipedia.org/wiki/The%20North%20Avenue%20Irregulars,The North Avenue Irregulars is a  movie starring Edward Hermann Ruth Buzzi Steven Franken and Cliff Osmond.Plot The movie is about a newly installed minister who entrusts despite objections by the founding pastors daughter the churches sinking fund money into the hands of a congregate whom he does not even know with instructions to increase the amount in the fund.The money is bet on a horse race and upon hearing this the Pastor gives the shortest sermon in history and begins a pursuit of the money and the organized crime syndicate amid the hijinx of assorted feminine members of the congregation in a pursuit of the money trail. comedy moviesEnglishlanguage movies
https://simple.wikipedia.org/wiki/Smoky%20Hills,The Smoky Hills are an upland area of hills in the Great Plains are of North America. They are in the Midwestern United States mostly in northcentral Kansas and a small part of southcentral Nebraska.GeographyThe Republican River Saline River Solomon River and Smoky Hill River all go east through the Smoky Hills. This is because they start in the High Plains. Starting in the s the U.S. Army Corps of Engineers and the U.S. Bureau of Reclamation dammed these rivers at points in the Smoky Hills for flood control and irrigation reasons. This created many reservoirs. These include Cedar Bluff Reservoir Kanopolis Lake Kirwin Reservoir Waconda Lake Webster Reservoir and Wilson Lake.Land in the Smoky Hills is mostly used for farming. The region doesnt have very many people. There are cities that are small but there are no big cities. The two biggest cities in the Smoky Hills region are Salina Kansas and Hays Kansas.ReferencesOther websites
https://simple.wikipedia.org/wiki/Homer%2C%20Alaska,Homer is a city on the Kenai Peninsula in Alaska. It is known for being the end of the road. There are signs that Native American people lived in the area as early as  BC there are now about  people living in Homer. The most notable feature of Homer is the Homer Spit a  finger of land sticking out into Kachemak Bay. The towns harbor and many of its fishing and tourismrelated businesses are on the Spit.ReferencesCities in Alaska
https://simple.wikipedia.org/wiki/Blue%20Hawaiian%20%28cocktail%29,A Blue Hawaiian is an alcoholic cocktail made from pineapple juice rum and Curaao with coconut cream and crushed ice.  The name Blue Hawaiian comes from the blue colour given to the drink by Curaao an orange flavoured liqueur.ReferencesAlcoholic drink
https://simple.wikipedia.org/wiki/Saale-Orla,SaaleOrla is a Landkreis rural district in the east of Thuringia Germany.History The district was created in  by joining the old districts of Lobenstein Pneck and Schleiz.Coat of armsTowns and municipalitiesReferencesOther websites  Official website German Touristic website German EnglishRural Districts of Thuringia
https://simple.wikipedia.org/wiki/Type%2092%20105%20mm%20cannon, also known as a cm gun was a cannon of the Imperial Japanese Army IJA.  It was used during World War II.  This artillery piece was used during the Second SinoJapanese War and World War II.It was intended to supersede the Type   mm cannon in front line combat service.HistoryA Type  prototype was completed in .  Less than  Types were made.Combat recordThe cannon was first used in combat at the Battle of Nomonhan.In  it was used during the Bataan and Corregidor Island.On Guadalcanal the US Marines called these guns Pistol Petes.Related pages  Artillery of Japan List of field gunsReferencesOther websites Type  on Takis Imperial Japanese Army page US Technical Manual E Japanese weaponsArtillery
https://simple.wikipedia.org/wiki/Governor-General%20of%20New%20Zealand,The GovernorGeneral of New Zealand is the representative of the monarch of New Zealand currently Queen Elizabeth II. The governorgeneral is appointed by the queen with the advice of the Prime Minister of New Zealand. Usually a person serves as Prime governorgeneral for five years although there is no term limit and the person can serve longer.The current governorgeneral is Dame Cindy Kiro who was appointed in .Living former governorsgeneralRelated pages  List of governorsgeneral of New ZealandReferencesGovernment of New Zealand
https://simple.wikipedia.org/wiki/Hebron%20Estates%2C%20Kentucky,Hebron Estates is a city of Kentucky in the United States.Cities in KentuckyBullitt County Kentucky
https://simple.wikipedia.org/wiki/The%20White%20Tie%20Affair,The White Tie Affair was an American rockpop and alternative music group. The White Tie Affair formed in  and is currently formed by Christopher Wallace  vocals Sean Patwell  programming and guitar Ryan McLain  keyboards and synth and Timothy McLaughlin  drums. They released their hit debut studio album April nd  called Walk This Way. The band is famous for the single Candle Sick  Tired. Other songs include Allow Me to Introduce Myself... Mr. Right Take It Home and If I Fall. White Tie Affair has been recording songs since .Albums Walk This Way Scene Change Get in Where You Fit InSongs Candle Sick  Tired Allow Me to Introduce Myself... Mr. Right The Letdown Take It Home If I Fall The Price of Company You Look Better When Im Drunk She KnowsMusical groups established in  establishments in IllinoisMusical groups disestablished in  disestablishments in the United Statesstcentury disestablishments in IllinoisAmerican pop rock bandsElectronic music bandsMusical groups from Chicago
https://simple.wikipedia.org/wiki/Jos%C3%A9%20Gaspar%20Rodr%C3%ADguez%20de%20Francia%20y%20Velasco,Jos Gaspar Rodrguez de Francia y Velasco  was the dictator of Paraguay. He helped Paraguay become independent from Spain. Paraguay became independent from Spain in . Francia y Velasco reigned from  until his death in .Francia y Velasco believed that Paraquay should be selfsufficient. During his reign almost no goods were imported and only yerba mate was exported. Leaves and twigs of this herb  Ilex paraguariensis are the basis of the drink called mate.Further reading An annotated publication of the archived collection of Francias writings the Coleccin Doroteo Bareiro held by the Archivo Nacional de AsuncionOther websites  Brief biography of Rodriguez de Francia Paraguay The Rise of Jos Gaspar Rodrguez de Francia Archivo Nacional de Asuncion John Hoyt Williams Paraguayan Isolation under Dr Francia A Reevaluation The Hispanic American Historical Review volume  issue  Feb  pp  births deathsFormer dictatorsParaguaySouth American politicians
https://simple.wikipedia.org/wiki/Bo%C3%B6tes,Botes pronounced with both Os as botez is one of the  modern constellations in the northern sky. The name is from the Greek word  which means herdsman  someone who takes care of animals.Shape The constellations shape is like a kite.  Botes has the third brightest star in the night sky called Arcturus  Bootis. The astronomer Ptolemy listed it in the nd century when he made a list of  constellations.The Cloverleaf quasar is visually in Bootes.Main stars   Bootis Arcturus is the brightest and most important star of the constellation with a magnitude of . the rd brightest star of the sky. It is an orange giant star  Bootis Nekkar yellow giant with magnitude .  and  light years from the Earth y Bootis Ceginus Delta Scuti variable with magnitude   Bootis Princeps another yellow giant.Deepsky objects  NGC  spiral galaxy  south of Arcturus NGC  globular cluster  northwest of Arcturus near M a globular cluster in the constellation Canes Venatici.ReferencesConstellationsConstellations listed by Ptolemy
https://simple.wikipedia.org/wiki/Emblem%20of%20Bhutan,The emblem of Bhutan Dzongkha Wylie rgyalyongs lasrtags maintains several elements of the flag of Bhutan with slightly different artistry and contains much Buddhist symbolism.The official description is as followsThe national emblem contained in a circle is composed of a double diamondthunderbolt dorji placed above a lotus surmounted by a jewel and framed by two dragons. The thunderbolt represents the harmony between secular and religious power. The lotus symbolizes purity the jewel expresses sovereign power and the two dragons male and female stand for the name of the country which they proclaim with their great voice the thunder.BhutanBhutan
https://simple.wikipedia.org/wiki/Colitis,Colitis is an ongoing digestive disease.  The main symptom of the disease is swelling of the colon.  Other symptoms include high amounts of pain tenderness in the abdomen depression large amount of weight loss fatigue and other more severe symptoms.  Colitis is treated through the use of antibiotics if it is found early or surgery if it is caught too late.Related pagesCrohns diseaseOther websites  Crohns  Colitis Foundation of Canada  Crohns  Colitis Foundation of America The National Association for Colitis and Crohns Disease UKDiseases
https://simple.wikipedia.org/wiki/Super%20Mario%20Odyssey,Super Mario Odyssey is a Nintendo Switch D platform video game released on October  . It is a part of the Super Mario series. It received a lot of positive ratings being one of the highest rated games of all time. It sold  million copies as of December  .Story Bowser and the Broodals a group of rabbits kidnap Princess Peach and Tiara and take them to Bowsers airship. Mario comes to rescue Peach but he fails being launched towards the Cap Kingdom. However his hat stayed on the ship and Bowser steps on it and it flew to the back of the ship and it ripped. But a hat named Cappy grabs a piece and he flies to Mario to team up with him. Cappy uses the piece to look like Marios old cap. The two go and collect Power Moons and in the Cascade Kingdom they find a ship named Odyssey making it work with Power Moons. The two climb aboard and chase Bowser as they travel to various kingdoms. They fight bosses along the way and collect Power Moons to reach more areas. They meet up with Bowser on The Moon in a cathedral and Mario fights with him. Mario wins but the battlefield breaks. Mario captures Bowser using Cappy allowing Mario to take over Bowser. Peach and Tiara jump on Bowsers shoulder and escape the cavern. Bowser goes to propose to Peach again and so does Mario. Peach rejects them both and gets on the Odyssey with Tiara and Cappy. Mario rushes to the Odyssey in time leaving Bowser on the Moon.AwardsReferencesD platform gamesMario platform games video gamesNintendo Switch games
https://simple.wikipedia.org/wiki/Languages%20of%20New%20Zealand,New Zealand has three official languages English Mori and New Zealand Sign Language. In  the Mori Language Act made the Mori language the second official language of New Zealand. It also formed the Mori Language Commission Mori Te Taura Whiri o te Reo Mori often shortened to Te Taura Whiri.Most common languages English is the primary language of New Zealand. The  most common languages other hand English are listed below. Please note that the statistics may not be  accurate as people could report speaking more than one language.Related pages  Languages of AustraliaReferences Languages by country
https://simple.wikipedia.org/wiki/Siddhi%20Savetsila,Siddhi Savetsila     January    December  was a Thai air force officer and politician. He served as the foreign minister of Thailand from  to . He was the Deputy Prime Minister of Thailand serving from January through August . He has been a member of the Privy Council of King Bhumibol Adulyadej. Savetsila died at the age of  in Bangkok on  December .References births deathsCivil servantsMilitary personnel of World War IISiddhi SavetsilaSiddhi SavetsilaSiddhi Savetsila
https://simple.wikipedia.org/wiki/Todd%20Helton,Todd Lynn Helton born August   is an American professional baseball first baseman who played his entire year career  for the Colorado Rockies of Major League Baseball. Helton had a batting average of . during his career and he hit  home runs. Helton also played football and he was a quarterback at the University of Tennessee.ReferencesOther websitesLiving people birthsAmerican baseball playersAmerican football quarterbacksSportspeople from TennesseePeople from Knoxville TennesseeColorado Rockies players
https://simple.wikipedia.org/wiki/Eugenie%20Clark,Eugenie Clark May    February   sometimes called The Shark Lady was an American ichthyologist. Clark was known for her research on poisonous fish of the tropical seas and on the behavior of sharks. She was also one of the first people to scuba dive for research purposes.Clark was born in New York City New York.ReferencesOther websites births deathsScientists from New York CityIchthyologistsDivers
https://simple.wikipedia.org/wiki/Shoji%20Sadao,Shoji Sadao  December    November   was a Japanese American architect. He was best known for his work with R. Buckminster Fuller and Isamu Noguchi. During World War II he was stationed in Germany and was a cartographer for the United States Army. In  Sadao cofounded the architectural firm Fuller  Sadao Inc. whose first project was to design the large geodesic dome for the U.S. Pavilion at Expo  in Montreal. He was born in Los Angeles California.Sadao died on November   in Tokyo from heart and kidney failure aged .ReferencesJapanese architects deaths birthsDeaths from heart failureDeaths from renal failureAmerican architectsBusinesspeople from Los AngelesNaturalized citizens of the United States
https://simple.wikipedia.org/wiki/Radio%20wave,Radio waves make up part of the electromagnetic spectrum. These waves are packets of energy with differing wavelengths similar to visible light waves Xrays or gamma rays except longer.A radio wave like other electromagnetic waves is similar to an ocean surface wave or any other type of wave.  Both types of wave have a hill and valley shape repeating over and over.  A wavelength is measured as the distance from the top of one crest to the top of its neighboring crest. While the wavelength of visible light is very very small less than one micrometer and much less than the thickness of a human hair radio waves can have a wavelength from a couple centimeters to several meters. They also have a radio frequency.The smallest radio waves are called microwaves.  Shortwaves are not quite so small.  There are also medium and long waves. Antennas designed to send and receive radio waves are usually similar in size to the wavelength they are to use. Many radio antennas like those on cars are made long because they receive signals of FM radio a few meters several feet or AM radio hundreds of meters about a thousand feet.Uses Manmade radio waves have been used since the th century for communication.  Radar was developed in the th century using radio waves to see distant objects by bouncing waves off an object and seeing how long it takes for the waves to return.  Radios also use these waves to send and receive information.Radio waves from other planets were first discovered in the s by Karl Guthe Jansky working for Bell Laboratories.  Bell was detecting noise electronics on radio channels and had Jansky try to find the source of this static or interference. After identifying noise that came from lightning he spent much time looking into the remainder. Surprisingly some of the interference was coming from space This discovery eventually led astronomers to look at radio waves along with light waves to find things in the sky. These radio astronomers use giant Radio telescopes shaped like satellite dishes to gather and study the waves.Radio waves are used for many things today.  Broadcasting and communications satellites and mobile phones and many computers communicate by radio waves.  Wave physicsRadio technologyElectromagnetic radiation
https://simple.wikipedia.org/wiki/St.%20Tammany%20Parish%2C%20Louisiana,St. Tammany Parish French Paroisse de SaintTammany is a parish located in the U.S. state of Louisiana in the New Orleans metropolitan area. The parish seat is Covington and as of  the population was . In  the population was estimated to have grown to  and after the landfall of Hurricane Katrina the following year the population was estimated by St. Tammany Planners to be about . Most new residents are thought to have come from St. Bernard Parish. If correct these figures make St. Tammany Parish the fastestgrowing parish in the state overtaking Livingston and Ascension parishes.Other websites  St. Tammany Parish governments website St. Tammany school boards website establishments in the United Statesthcentury establishments in Louisiana
https://simple.wikipedia.org/wiki/Frank%20Rost,Frank Rost born  June  is a retired German football player. His last club was the American soccer club New York Red Bulls where he has signed in . His former clubs were Werder Bremen Schalke  and Hamburger SV.Club career statisticsMarkkleebergrowspanWerder BremenrowspanBundesligarowspanSchalkerowspanBundesligarowspanHamburgrowspanBundesligaInternational career statisticsTotalReferences birthsLiving peopleGerman association football goalkeepersPeople from ChemnitzSportspeople from Saxony
https://simple.wikipedia.org/wiki/Primary%20source,A primary source is an original document or other material that has not been changed in any way. It is a reliable firsthand account usually written at or near the time the events occurred. Usually it was produced by someone with direct personal knowledge of the events that are described. It is used as an original source of information about the topic. Primary sources are distinguished from secondary sources. Secondary sources are documents based on primary sources. Thus a memoir of a participant in an event is a primary source whilst a history of that event based on several memoirs is a secondary source. Different kinds of work have slightly different definitions of a primary source. In journalism for example a primary source can also be a person.Related pages HistoriographySecondary sourceTertiary sourceReferencesBibliography  Jules R. Benjamin. A Students Guide to History  Kathleen W. Craver. Using Internet Primary Sources to Teach Critical Thinking Skills in History   Thomas Cripps Historical Truth An Interview with Ken Burns American Historical Review   . online at JSTOR  Michael Drake and Ruth Finnegan Eds Sources and Methods for Family and Community Historians A Handbook Cambridge University Press in conjunction with the Open University  Wood Gray Historians handbook a key to the study and writing of history Houghton Mifflin . Martha C. Howell and Walter Prevenier. From Reliable Sources An Introduction to Historical Methods  Library of Congress  Analysis of Primary Sources online  Richard A. Marius and Melvin E. Page. A Short Guide to Writing About History th Edition  Barbara W. Sommer and Mary Kay Quinlan The Oral History Manual Other websites to primary sources repositoriesA listing of over  websites describing holdings of manuscripts archives rare books historical photographs and other primary sources Find primary sources  in the collections of major research libraries using ArchiveGrid to all sources repositoriesWikisource  The Free Library  is the Wikimedia project that collects edits and catalogs all source texts. to essays and descriptions of primary secondary and other sourcesIthaca College Library  Primary and secondary sourcesHow to distinguish between primary and secondary sources from the University of California Santa Cruz LibraryPrimary Secondary and Tertiary sources  from James Cook University Library Joan of Arc Primary Sources Series  Example of a publication focusing on primary source documents. Finding primary sources from the University of California Berkeley library Primary versus secondary sources  from the Bowling Green State University library Finding primary sources in world historyScience
https://simple.wikipedia.org/wiki/GloFish,Glofish are fish which glow in the dark. They glow because scientists changed their DNA to make them fluorescent. The seahorse and the zebra fish are two types of fish that have been used to make GloFish.Rayfinned fishGenetic engineering
https://simple.wikipedia.org/wiki/Alex%20Avila,Alexander Thomas Alex Avila born January   is an American professional baseball player. He plays catcher for the Minnesota Twins. He has also played for the Chicago Cubs Chicago White Sox and Detroit Tigers. He is   tall and weighs  pounds. Avila was born in Hialeah Florida.ReferencesChicago White Sox playersDetroit Tigers playersLiving people birthsAmerican baseball playersSportspeople from Florida
https://simple.wikipedia.org/wiki/Baunei,Baunei Bauni is a town and comune municipality in the Province of Nuoro in Sardinia Italy. As of   people lived there. Its area is .km. It is  meters above sea level.ReferencesOther websites Communes of Sardinia
https://simple.wikipedia.org/wiki/Johann-Werner%20Prein,JohannWerner Prein  born  January  is an Austrian operatic singer. He has made an international career by performing at major opera houses and festivals based in Germany. He performed roles for baritones Wagners Sachs in Die Meistersinger von Nrnberg and bass Mozarts Sarastro in Die Zauberflte. In recordings he has focused on operas of the early th century. Examples include Busonis Turandot and Schulhoffs Flammen.ReferencesEuropean opera singersTenorsBaritonesAustrian singers birthsLiving people
https://simple.wikipedia.org/wiki/Insei, also known as cloistered rule is an ancient Japanese term which means a special form of Imperial government. In the Insei system the monarch abdicated or retired and a new emperor was named however the old emperor held on to significant power and influence in the court and in the nation.  The emperors who withdrew from public life did not give up any of their many powers.  In practice the retired emperor only gave up the timeconsuming burden of his ceremonial roles and formal duties.There were emperors who abdicated before and after the Heian period however the term Insei is most often used to mean the kind of Imperial system put in place by Emperor Shirakawa in . This system was very important in the years before the rise of the Kamakura shogunate in .Heian period The succession of power in the Insei system was complex.Edo periodThe last retired emperor with an Insei title was Emperor Reigen in the Edo period.NotesHistory of Japanth centuryth century
https://simple.wikipedia.org/wiki/David%20Acevedo,David Acevedo born  February  is an Argentine football defender. He  played for Argentina in the  FIFA World Cup. He also played for Club Atltico Independiente.References birthsArgentine footballersLiving people
https://simple.wikipedia.org/wiki/Dictatorship%20of%20the%20proletariat,The dictatorship of the proletariat is a condition of society where the working class has more power to govern than every other social class.References CommunismForms of governmentMarxismPolitics of the Soviet UnionRevolutionsSoviet Union
https://simple.wikipedia.org/wiki/Yuki%20Kaneko,Yuki Kaneko born  May  is a former Japanese football player.Club career statisticsrowspanYokohama F. MarinosrowspanJ. League colspancolspancolspancolspanrowspanConsadole SappororowspanJ. League colspancolspancolspancolspancolspancolspancolspancolspanReferences birthsLiving peopleFootballers from Tokyo Prefecture
https://simple.wikipedia.org/wiki/Hans%20Kleppen,Hans Kleppen March    April   was a Norwegian who was a ski jumper in the s. He won a bronze medal at the  FIS Nordic World Ski Championships in Zakopane.Kleppen from B i Telemark became  years old in March  and having been part of the  Winter Olympics was Norways oldest living Olympian.ReferencesOther websites Report on Hans Kleppens st birthday  Norwegian births deathsCentenariansNorwegian sportspeopleSkiers
https://simple.wikipedia.org/wiki/Gove%20County%2C%20Kansas,Gove County county code GO is a county in the U.S. state of Kansas. In   people lived there. Its county seat is Gove City. Its biggest city is Quinter.Historyth centuryIn  Gove County was created. It was named after Granville Llewellyn Gove member of the th Regiment Kansas Volunteer Cavalry. He was also the son of Moses Gove a former mayor of Manhattan Kansas.GeographyThe U.S. Census Bureau says that the county has an area of . Of that  is land and  . is water.PeopleGovernmentPresidential electionsLawsAlthough the Kansas Constitution was changed in  to allow the sale of alcohol Gove County is still a dry county.EducationUnified school districts Grinnell USD  Grainfield USD  Quinter USD Attractions Castle Rock Monument RocksCommunitiesCities Gove Grainfield Grinnell Oakley part Park QuinterGalleryReferencesNotesMore reading Standard Atlas of Gove County Kansas Geo. A. Ogle  Co  pages .Other websitesCounty  Gove County  Directory of Public OfficialsMaps Gove County Maps Current Historic KDOT Kansas Highway Maps Current Historic KDOT Kansas Railroad Maps Current   KDOT and Kansas Historical SocietyKansas counties establishments in Kansas
https://simple.wikipedia.org/wiki/Pieris%20brassicae,Pieris brassicae is the large white or cabbage white  butterfly. Its caterpillars feed on the leaves of different kinds of cabbage. The imagines butterflies have a wingspan of about . The cabbage white is a common butterfly that occurs from North Africa up to Fennoscandia. There are two to three generations a year usually Spring to Autumn. The butterfly has been classified as a pest because of course its caterpillars eat cabbages. Sometimes Cotesia glomerata a parasitic wasp is used as a means of biological  pest control.The butterflies are distasteful to birds because of the mustardoil glucosides the larvae eat. This oil has a distinctive pungent taste. It is in all plants in the mustard family Brassicaceae for example cabbage cauliflower turnip radish horseradish or wasabi.Their white colour is easily seen and probably acts as a warning sign.References Butterflies
https://simple.wikipedia.org/wiki/Chai%20Chidchob,Chai Chidchob    April    January  was a Thai politician. He was born in Surin Province. He served as the Speaker of the House of Representatives and President of the National Assembly from  to .Chidchob died on  January  in Buriram Province. He was .References births deathsPresidents of the National Assembly of ThailandSpeakers of the House of Representatives Thailand
https://simple.wikipedia.org/wiki/Lander%20County%2C%20Nevada,Lander County is a county in the state of Nevada in the United States. In   people lived there. The county seat is Battle Mountain.Nevada counties
https://simple.wikipedia.org/wiki/List%20of%20Hot%20100%20number-one%20singles%20of%202012%20%28U.S.%29,The Billboard Hot  chart is a weekly chart published on Billboard magazine. The Hot  ranks the top  songs by total CD sales airplay and digital downloads.Chart historyOther websitesCurrent Hot  ChartReferencesLists of Billboard Hot  numberone singles
https://simple.wikipedia.org/wiki/Hermann%20Ehlers,Hermann Ehlers  October    October  was a German politician. He was the nd President of the Bundestag from  October  to  October .He was a member of the Christian Democratic Union of Germany CDU. births deathsPoliticians from BerlinGerman ProtestantsPoliticians of the Christian Democratic Union of GermanyOrder of Merit of the Federal Republic of Germany
